Date,PP01,TX01,TX02,TX04
2009/8/15,19.68,24.5875,29.6,21.9
2009/8/16,15.64,24.3,30.3,21.5
2009/8/17,0.82,25.20416667,29.4,21.9
2009/8/18,5.89,24.4625,29.3,22.1
2009/8/19,0,25.14583333,29.7,21.7
2009/8/20,0,25.82916667,31.1,22.1
2009/8/21,0,25.93333333,30.9,22.5
2009/8/22,0,25.6,29.8,22.8
2009/8/23,0,27.04166667,32,23
2009/8/24,0,27.39166667,33.3,23.4
2009/8/25,0,26.49583333,31.3,22.5
2009/8/26,0.66,25.71666667,32.5,23.3
2009/8/27,0,26.20416667,31.4,22.1
2009/8/28,0,26.37083333,31.7,22.4
2009/8/29,0,26.80416667,32.9,22.2
2009/8/30,0.81,26.69166667,32.2,23.5
2009/8/31,0,26.725,31.7,21.2
2009/9/1,0,26.92083333,31,22.2
2009/9/2,9.19,27.18333333,31.1,23.1
2009/9/3,3.17,26.63333333,31,22.1
2009/9/4,1.18,26.17083333,30.2,22.7
2009/9/5,0.2,26.09583333,30.4,22.1
2009/9/6,0,25.78333333,30.6,22.6
2009/9/7,0,25.17083333,30.9,21.3
2009/9/8,0.48,25.17916667,29.4,21.3
2009/9/9,1.73,26.22916667,29.9,24
2009/9/10,0.4,26.15416667,32,23
2009/9/11,0.24,25.80833333,30.3,22.4
2009/9/12,0,27.79166667,32,23.8
2009/9/13,0.36,27.7,29.9,24.3
2009/9/14,0.41,26.2625,30.5,23.3
2009/9/15,7.3,25.07083333,28.6,22.7
2009/9/16,4.19,25.8,31.1,23
2009/9/17,0,26,31.3,22.8
2009/9/18,0,26.38333333,32.4,23
2009/9/19,0,24.98333333,29.7,21.2
2009/9/20,0,24.4375,30.5,19.1
2009/9/21,0,25.37916667,30,21.4
2009/9/22,0,26.52083333,32.3,20.9
2009/9/23,0.46,27.37916667,33.3,23.5
2009/9/24,0.62,27.40416667,32.6,23.7
2009/9/25,0,26.6625,32.2,23.5
2009/9/26,0.16,27.61666667,31.9,25.2
2009/9/27,15.76,26.375,28.7,21.7
2009/9/28,5.08,26.6375,28.6,22
2009/9/29,3,25.21666667,30.3,21.6
2009/9/30,3.98,24.87916667,28.4,22.8
2009/10/1,3.37,24.07083333,26.7,22.7
2009/10/2,1.58,22.81666667,25.6,21.3
2009/10/3,3.09,23.07083333,25.9,21.4
2009/10/4,4.34,23.94166667,27.1,21.7
2009/10/5,117.99,21.64583333,23.2,20.6
2009/10/6,64.86,20.60833333,22,18.9
2009/10/7,3.11,19.63333333,21.6,18.6
2009/10/8,0.52,21.12083333,23.9,18.4
2009/10/9,1.16,22.62916667,26.3,20.6
2009/10/10,3.44,23.1625,26.7,21
2009/10/11,19.11,21.075,22.6,20.4
2009/10/12,3.85,22.79583333,26.3,20.2
2009/10/13,3.56,23.1,27.3,21.3
2009/10/14,1.72,22.11666667,24.8,20.3
2009/10/15,0.56,23.20416667,27.9,19.3
2009/10/16,0.04,21.42916667,25.8,18.1
2009/10/17,0.21,21.10416667,24.3,19.6
2009/10/18,0.04,21.90833333,26.8,19.4
2009/10/19,0.08,22.2125,27.6,19.1
2009/10/20,0.12,21.02083333,26.4,17.5
2009/10/21,0.04,20.7125,24.7,17.3
2009/10/22,2.46,21.06666667,23.3,19.2
2009/10/23,28.05,20.09166667,21.5,19.2
2009/10/24,17.05,19.48333333,20.9,18.7
2009/10/25,0.58,18.8875,22.5,15.8
2009/10/26,0,17.49166667,23.2,13.4
2009/10/27,0,19.2375,25.6,13.7
2009/10/28,0,21.0375,25,18.2
2009/10/29,0,21.77083333,27.5,18.6
2009/10/30,0.08,22.15833333,26.8,18.5
2009/10/31,0.04,23.1875,29.6,19.9
2009/11/1,1.11,19.12083333,23.1,16.5
2009/11/2,0.22,15.54583333,18.8,12.6
2009/11/3,0.08,16.41666667,19.9,12.6
2009/11/4,0,20.44583333,25.7,15.6
2009/11/5,0,21.7875,28.2,18.7
2009/11/6,0,22.45833333,28.3,19.7
2009/11/7,0,21.75,27,18
2009/11/8,0,22.4625,27.7,18.6
2009/11/9,0.04,22.19583333,27.4,20
2009/11/10,1.18,21.3375,25.6,19.3
2009/11/11,0.08,19.81666667,22.6,17.6
2009/11/12,0.54,20.27916667,22.5,18.7
2009/11/13,20.5,16.9375,18.9,14
2009/11/14,0.89,15.47916667,17.7,13
2009/11/15,1.04,18.85416667,22.1,15.1
2009/11/16,0.66,18.975,23.4,17.3
2009/11/17,7.84,14.25833333,17.1,12.1
2009/11/18,1.45,14.63333333,16.3,12.1
2009/11/19,0.72,16.9375,20.5,15.1
2009/11/20,0.58,15.62173913,19,13.9
2009/11/21,0.58,15.6375,17.9,13.8
2009/11/22,1.11,16.1875,18.6,14.7
2009/11/23,0.72,20.4125,25.1,16.6
2009/11/24,0.49,17.83333333,22.6,14.8
2009/11/25,0,20.7375,26.6,16.5
2009/11/26,0.34,20.19166667,25.4,17.2
2009/11/27,0,18.6173913,24.5,15.8
2009/11/28,0.36,16.62083333,17.6,15.3
2009/11/29,0.26,16.4625,18.8,15.3
2009/11/30,0.16,15.29166667,17.6,12.7
2009/12/1,0.04,13.32083333,15.8,10.9
2009/12/2,0.04,15.47083333,19.9,12
2009/12/3,0.18,11.57083333,13.4,10
2009/12/4,0,13.45,18.2,10.2
2009/12/5,0.16,13.72916667,17.2,11.4
2009/12/6,0.04,16.1375,20.9,13.2
2009/12/7,0.04,18.25416667,22.5,16
2009/12/8,0,18.94583333,23.5,16.4
2009/12/9,0,18.70833333,24.2,15.4
2009/12/10,0,17.49583333,22.6,13.5
2009/12/11,0,19.1625,24.7,14.7
2009/12/12,0.38,17.9625,22,14.9
2009/12/13,0,17.62916667,23.1,14.6
2009/12/14,1.66,17.47826087,19.9,15.9
2009/12/15,0.25,16.64166667,23,12.5
2009/12/16,6.04,12.44782609,14.1,11
2009/12/17,10.22,10.72083333,12.3,9.1
2009/12/18,0.83,8.95,9.7,7.3
2009/12/19,0.8,7.233333333,8.1,6.3
2009/12/20,0.37,7.7125,8.3,7
2009/12/21,0,9.066666667,10.9,7.4
2009/12/22,0,12.9375,18.1,9.2
2009/12/23,0,15.725,21.6,12.1
2009/12/24,0,17.625,22.8,13.9
2009/12/25,1.95,15.43333333,18.8,13
2009/12/26,0.62,12.3875,13.8,10.8
2009/12/27,5.74,13.24583333,19.2,9.8
2009/12/28,12.24,9.383333333,10.8,8.1
2009/12/29,0.55,11.9125,18.9,8.4
2009/12/30,10.38,12.10833333,13.2,10.9
2009/12/31,5.49,9.504166667,11,8.7
2010/1/1,0,12.7875,16.1,8.8
2010/1/2,8.81,13.7375,16.9,12.2
2010/1/3,20.18,12.93333333,15.7,11.1
2010/1/4,0.27,14.075,18.3,10.8
2010/1/5,0.4,13.62083333,17.3,11.8
2010/1/6,3.98,12.3375,13.6,11.6
2010/1/7,8.35,11.2125,12.6,10.6
2010/1/8,19.78,10.69583333,12.2,9.3
2010/1/9,0.04,14.125,20.4,10.6
2010/1/10,0,14.1375,22.1,9.8
2010/1/11,0.92,12.22916667,15.9,9.8
2010/1/12,9.53,6.325,9.4,4
2010/1/13,0.04,7.1375,12.5,4
2010/1/14,0,10.52083333,17.2,5.7
2010/1/15,0,13.125,19.3,10
2010/1/16,0.28,14.73333333,19.3,9.4
2010/1/17,0.88,16.25,19.9,13.1
2010/1/18,0.14,17.12916667,21.4,13.8
2010/1/19,0,18.21666667,24.1,13.7
2010/1/20,0,19.44166667,24.9,16.2
2010/1/21,0.36,17.9,23.7,13.9
2010/1/22,2.98,12.6875,14.2,11.3
2010/1/23,1.38,12.3125,15.4,10.8
2010/1/24,3.25,15.2375,18.1,12.4
2010/1/25,11.77,13.5125,16.3,10.1
2010/1/26,0.3,14.2125,18.4,11.1
2010/1/27,0.14,16.8125,21.4,12
2010/1/28,0.52,16.49166667,18.7,14.4
2010/1/29,0.44,17.1,22.6,14.4
2010/1/30,0,16.9625,23.7,14.2
2010/1/31,0,18.5,22.9,15.4
2010/2/1,0.12,16.44166667,21.4,12.7
2010/2/2,0.04,14.4875,18.6,11.5
2010/2/3,0.33,14.14583333,17.3,12.6
2010/2/4,0.32,14.23333333,16.8,12.9
2010/2/5,0.16,14.10833333,16.9,13.1
2010/2/6,16.99,14.51666667,15.4,13.7
2010/2/7,14.79,15.32083333,17.5,13.4
2010/2/8,0.17,17.5875,23.4,14.1
2010/2/9,0,18.25416667,22.8,15.2
2010/2/10,0,20.72916667,26,17.1
2010/2/11,0,20.43333333,26,14.2
2010/2/12,9.85,9.620833333,13.1,7.8
2010/2/13,15.09,10.9875,14.4,8.7
2010/2/14,0.33,13.6,17.5,12.1
2010/2/15,6.88,11.47916667,14.5,9.9
2010/2/16,40.78,9.15,9.9,8.3
2010/2/17,38.18,9.275,10.1,8
2010/2/18,32.09,7.75,8.7,7.3
2010/2/19,56.69,8.129166667,9,7.2
2010/2/20,3.42,10.52083333,12.3,8.4
2010/2/21,0,13.225,18.1,11
2010/2/22,1.76,13.8375,17.3,10.5
2010/2/23,0.04,17.09583333,23.3,11.9
2010/2/24,0,18.10833333,24.4,13.8
2010/2/25,0,19.425,25.1,16
2010/2/26,0,21.22916667,28.8,15.6
2010/2/27,0,19.2125,21.7,16.7
2010/2/28,0,20.7875,26.1,17.3
2010/3/1,0,20.60833333,26.3,16
2010/3/2,1.22,17.675,21.5,16.1
2010/3/3,0,18.4,24.2,15.9
2010/3/4,0,19.81666667,24.9,15.9
2010/3/5,0,20.2375,24.1,17.9
2010/3/6,0.04,20.59166667,26,15.3
2010/3/7,0.08,11.90416667,14.4,10.3
2010/3/8,0.29,12.99583333,14.1,11.3
2010/3/9,21.61,8.229166667,12.9,5.5
2010/3/10,0.13,5.279166667,7.8,3.1
2010/3/11,0,12.51666667,19.5,6.3
2010/3/12,0,17.14166667,23.7,11.3
2010/3/13,15.24,17.07916667,18.9,15.6
2010/3/14,0,21.14166667,26.3,17.5
2010/3/15,0.29,20.74583333,26.4,15.8
2010/3/16,0.37,13.12916667,15.3,11
2010/3/17,0.08,15.22083333,16.8,13.6
2010/3/18,0,18.4,25.2,14.4
2010/3/19,0,20.12083333,26,16.2
2010/3/20,0,20.73333333,26.2,16.1
2010/3/21,0.08,21.07083333,26,17.9
2010/3/22,0,20.25,25.3,16.8
2010/3/23,0,21.63333333,27.4,16.4
2010/3/24,0.04,19.475,23.3,16.5
2010/3/25,5.54,10.33333333,16,8
2010/3/26,0.04,11.15416667,12.9,9.9
2010/3/27,0,15.075,21.2,11.8
2010/3/28,0.32,13.75416667,16.1,11.8
2010/3/29,0,17.18333333,21.4,13.4
2010/3/30,0,19.02916667,24.5,15.6
2010/3/31,0,19.24583333,24.7,15.2
2010/4/1,0,20.32916667,26,16.4
2010/4/2,7.84,15.2625,19.8,12.3
2010/4/3,2.9,14.79583333,16.9,12.6
2010/4/4,0.29,16.35833333,20.8,15.3
2010/4/5,2.55,18.3375,20.9,15.6
2010/4/6,11.43,18.49166667,20.9,16.2
2010/4/7,2.56,13.5125,15.4,12.5
2010/4/8,30.33,14.84583333,18.4,12.5
2010/4/9,9.62,14.64166667,16.4,12.9
2010/4/10,0.04,18.5375,24.8,14.1
2010/4/11,0.07,20.35,25.1,16.7
2010/4/12,0,21.61666667,28.4,16.3
2010/4/13,0.28,19.69166667,25.5,17.4
2010/4/14,0.04,19.32083333,23.9,15.1
2010/4/15,7.5,12.5375,16.2,10.5
2010/4/16,2.72,12.73333333,16.7,10.7
2010/4/17,0,17.45833333,22.2,11.4
2010/4/18,2.45,18.94166667,22.2,16.9
2010/4/19,0,21.9875,27.6,17.5
2010/4/20,7.31,21.99583333,28.3,18.7
2010/4/21,0,23.10416667,28.7,19.9
2010/4/22,4.74,22.07083333,29,16.8
2010/4/23,11.69,13.93333333,16.6,12.1
2010/4/24,2.07,14.2125,16.5,12.1
2010/4/25,0.13,18.4375,20.6,16.2
2010/4/26,0.04,19.025,24.1,16.8
2010/4/27,4.84,17.0875,18.4,15.1
2010/4/28,10.99,18.07083333,19.8,16.3
2010/4/29,0.81,20.17916667,26.1,16.3
2010/4/30,14.57,18.81666667,25.2,13.7
2010/5/1,0,21.01666667,26.9,16.1
2010/5/2,3.72,22.30833333,27,18.9
2010/5/3,0.18,22.95,27.3,18.4
2010/5/4,0.04,22.04166667,27.2,18.8
2010/5/5,0,22.67083333,28.1,18.6
2010/5/6,1.19,22.275,25.2,20.8
2010/5/7,7.56,20.5375,23.2,19.2
2010/5/8,0.33,21.07083333,23.7,19.1
2010/5/9,0.37,21.87083333,25.3,19.6
2010/5/10,6.43,18.92083333,21.4,16.3
2010/5/11,1.04,18.38333333,19.8,16.7
2010/5/12,0.08,20.54166667,25.2,17.8
2010/5/13,1.4,21.24166667,23.6,19.9
2010/5/14,0.33,19.54166667,20.7,18.8
2010/5/15,0.22,20.26666667,23.5,18.9
2010/5/16,0.17,21.68333333,27.6,18.8
2010/5/17,0.04,23.225,29.4,18.9
2010/5/18,0,24.52083333,29.1,20.8
2010/5/19,0.08,24.73333333,29.3,21.4
2010/5/20,0,23.87916667,28.5,20.6
2010/5/21,0.7,24.11666667,28.6,20.5
2010/5/22,0.04,24.94166667,30.8,20.7
2010/5/23,41.97,21.74583333,23.6,19.1
2010/5/24,0.21,20.8125,23.9,18.3
2010/5/25,0,24.01666667,28.6,19.3
2010/5/26,0,25.2375,29.5,21.1
2010/5/27,3.7,22.75833333,26,21
2010/5/28,2.68,23.79583333,28,21.4
2010/5/29,46.34,21.35,22.3,20.2
2010/5/30,11.11,19.43333333,21,17.9
2010/5/31,1.41,21.61666667,27.4,17.6
2010/6/1,0,21.16666667,26.5,17.7
2010/6/2,18.69,18.77916667,21.5,17.3
2010/6/3,30.54,19.825,21.4,17.7
2010/6/4,9.31,20.3,22.9,18.7
2010/6/5,8.16,19.42083333,20.8,18.5
2010/6/6,0.55,19.92083333,22.9,17.3
2010/6/7,0,21.6,26.7,17
2010/6/8,0.25,22.9875,27.9,19.3
2010/6/9,0.76,22.95,27.4,21
2010/6/10,15.09,22.32083333,26.1,20.8
2010/6/11,21.52,21.075,22.1,20
2010/6/12,10.35,21,22.7,19.8
2010/6/13,18.3,22.6,24.2,21.5
2010/6/14,21.82,22.55833333,24.7,21.6
2010/6/15,1.52,22.42916667,24.1,21.1
2010/6/16,0,24.51666667,28.8,21.3
2010/6/17,0.81,25.0625,28.8,21.5
2010/6/18,0,25.83333333,29.6,22.1
2010/6/19,0,25.7375,31.4,21.3
2010/6/20,0,25.51666667,29.8,22.8
2010/6/21,52.66,24.325,29,20.8
2010/6/22,6.17,25.3,30.8,22.7
2010/6/23,15.9,24.175,29.7,22.1
2010/6/24,5.02,23.9375,27.4,21.5
2010/6/25,4.73,23.425,24.3,22.1
2010/6/26,1.48,25.3625,29.6,23.1
2010/6/27,47.98,24.3375,30.4,22.2
2010/6/28,25.49,24.24166667,28.8,22.1
2010/6/29,26.12,24.55,27.2,22.3
2010/6/30,2.51,26.24166667,29.8,23
2010/7/1,0.2,26.15833333,29.5,23.1
2010/7/2,0,26.87916667,32.3,22.7
2010/7/3,0,27.07916667,33.7,22.9
2010/7/4,0,26.87916667,32.8,21.6
2010/7/5,0,27.11666667,33.3,21.3
2010/7/6,0,26.81666667,32.3,22.9
2010/7/7,0,26.54583333,32.3,22.2
2010/7/8,0,25.7125,31,23.2
2010/7/9,0.18,26.2625,31.9,24
2010/7/10,9.09,26.27083333,31.4,23
2010/7/11,7.14,26.5875,30.1,24
2010/7/12,10.34,24.95416667,30.3,22.6
2010/7/13,16.79,25.66666667,29.8,23.4
2010/7/14,26.53,24.78333333,30.3,21.5
2010/7/15,17.06,24.25416667,29,21.6
2010/7/16,2.18,24.67083333,28.1,21.1
2010/7/17,0,24.9875,28.8,22.4
2010/7/18,0,26.72916667,33.7,21.3
2010/7/19,0.16,26.0875,30.9,23.3
2010/7/20,9.22,25.625,29.3,22.3
2010/7/21,3.25,25.29583333,29.2,23.1
2010/7/22,0.53,25.975,31.8,21.7
2010/7/23,2.76,25.51363636,30.7,23.3
2010/7/24,41.59,24.22916667,29.3,22.4
2010/7/25,24.4,23.95,29.3,22.1
2010/7/26,27,24.325,30.2,21.9
2010/7/27,8.92,23.1875,25.9,21.6
2010/7/28,14.41,23.5375,27.3,21.5
2010/7/29,18.52,26.0875,31.8,22.2
2010/7/30,15.4,25.30833333,31.1,21.8
2010/7/31,9.24,26.10416667,30.5,23.3
2010/8/1,4.77,26.4625,31.4,23.8
2010/8/2,1.49,27.29166667,33,23.4
2010/8/3,0,27.24583333,33.8,23.3
2010/8/4,0.09,27.40416667,33.1,23.1
2010/8/5,0.34,26.51666667,31.8,23.1
2010/8/6,0.04,26.55416667,30.3,22.7
2010/8/7,10.11,27.35416667,30.5,23.1
2010/8/8,0.38,26.73333333,30.3,24.3
2010/8/9,6.71,26.20416667,32.2,23.2
2010/8/10,0,26.50416667,33.2,21.1
2010/8/11,1.09,26.7875,31.7,24.2
2010/8/12,9.89,25.75416667,30.8,23.7
2010/8/13,0,27.21666667,32.6,23.6
2010/8/14,7.77,25.775,30.8,23.4
2010/8/15,1.29,25.6125,30.9,22.8
2010/8/16,20.79,24.59583333,30.5,22.6
2010/8/17,9.24,24.78333333,28.9,22.2
2010/8/18,1.25,25.75,30,23.3
2010/8/19,0,26.12083333,31.1,23.1
2010/8/20,0,27.22916667,32.5,23.4
2010/8/21,0.08,27.25416667,33.3,22
2010/8/22,0.08,26.40416667,30.1,23
2010/8/23,0,26.2375,31,22.9
2010/8/24,0,26.67083333,31.3,23.5
2010/8/25,2,25.37083333,29.5,22.8
2010/8/26,2.04,24.31666667,29.7,21.6
2010/8/27,0,25.31666667,31.6,21.3
2010/8/28,3.08,24.8875,29.7,21.8
2010/8/29,7.23,24.72916667,30.7,22
2010/8/30,16.32,23.07916667,27.9,21.4
2010/8/31,9.13,22.72916667,24,21.6
2010/9/1,3.62,24.58333333,29.5,22
2010/9/2,1.04,24.50833333,29,22.1
2010/9/3,0.24,25.60833333,31.8,22.2
2010/9/4,3.41,24.62083333,29.3,22.2
2010/9/5,1,25.22083333,30.6,21.3
2010/9/6,0,25.15,29.7,22.4
2010/9/7,1.58,26.475,31.2,22.5
2010/9/8,0.14,28.0625,32.7,24.6
2010/9/9,1.58,24.17083333,28.4,22
2010/9/10,3.37,24.675,28.6,21.4
2010/9/11,35.52,23.55416667,28.2,21.8
2010/9/12,18.44,23.57083333,29.1,21.5
2010/9/13,0.04,24.50416667,28.4,21.8
2010/9/14,7.78,24.25416667,30.5,22.2
2010/9/15,0.14,24.8875,30.2,22
2010/9/16,0,25.54583333,30.7,22.2
2010/9/17,0,24.75,29.6,21.7
2010/9/18,24.44,22.68333333,25.8,19.9
2010/9/19,137.91,25.38333333,28.3,22.3
2010/9/20,1.38,24.3375,28.6,21.5
2010/9/21,10.86,24.525,31.1,21.1
2010/9/22,0,24.50833333,29.6,21.4
2010/9/23,1.49,24.84583333,29.9,22.4
2010/9/24,3.4,22.23333333,24.9,20.7
2010/9/25,0.22,23.24583333,27.8,19.8
2010/9/26,3.92,24.66666667,31.1,22
2010/9/27,0.97,24.7,30,22.2
2010/9/28,0.08,25.64583333,31.1,21.7
2010/9/29,0.4,24.8125,29.9,20.3
2010/9/30,0.38,24.62083333,29.4,20.6
2010/10/1,0.18,25.09166667,29.2,21.3
2010/10/2,0.26,25.29166667,30.2,22.1
2010/10/3,14.66,22.98333333,28.3,20
2010/10/4,0.62,19.925,22.1,17.1
2010/10/5,0.24,21.975,26.1,17.2
2010/10/6,0.04,23.05416667,26.1,21
2010/10/7,1.97,23.79166667,27.9,20.9
2010/10/8,0.53,21.8,25.4,20.4
2010/10/9,1.41,21.78333333,24.4,20
2010/10/10,1.34,23.25,28.4,20.4
2010/10/11,1.04,24.64166667,29.5,21.6
2010/10/12,0.45,24.60833333,28.8,22.1
2010/10/13,0,24.2125,29,20.7
2010/10/14,0.4,23.67916667,26.9,21.2
2010/10/15,1.68,21.40416667,24.1,19.6
2010/10/16,10.16,23.47083333,27.5,20.7
2010/10/17,5.26,23,23.9,22
2010/10/18,26.63,22.45833333,23.9,21.6
2010/10/19,17.6,23.35833333,25.8,22
2010/10/20,24.15,22.24166667,23.5,21
2010/10/21,130.48,20.38333333,21.1,19.4
2010/10/22,33,21.98333333,25.6,19.1
2010/10/23,0.04,23.13333333,26.1,20.6
2010/10/24,2.12,22.63333333,28.3,20.5
2010/10/25,9.98,21.34583333,25.7,17.9
2010/10/26,4.98,15.09166667,17.4,13.5
2010/10/27,4.35,13.49583333,14.2,12.9
2010/10/28,8.16,13.25,14,12.2
2010/10/29,0.18,13.60416667,14.9,12.1
2010/10/30,0.21,14.72083333,16,13.3
2010/10/31,0,16.25,18.4,14.9
2010/11/1,0,17.34166667,20.9,14.3
2010/11/2,0.38,18.60833333,22.3,15.4
2010/11/3,1.35,18.7,21,17.1
2010/11/4,1.58,19.475,22.2,17.4
2010/11/5,2.83,19.52916667,22.7,17.1
2010/11/6,1.93,18.9875,21.1,17.3
2010/11/7,2.28,20.45416667,23.7,18.3
2010/11/8,0.48,18.59583333,20.4,16.4
2010/11/9,0,16.7,20.1,14.5
2010/11/10,0,17.37916667,22.3,13.6
2010/11/11,0,18.4875,23.6,15
2010/11/12,0.18,20.57916667,23.2,18
2010/11/13,11.38,18.6875,20,17.1
2010/11/14,1.92,19.82916667,23.1,17.1
2010/11/15,6.93,18.10833333,20,16.4
2010/11/16,3.26,19.125,21.5,18
2010/11/17,0.73,20.2,22.8,16.9
2010/11/18,0.38,20.72916667,23.8,17.5
2010/11/19,2.03,18.00833333,21.9,16.2
2010/11/20,0.46,18.96666667,24.2,16.7
2010/11/21,0.04,19.3375,23.4,17.1
2010/11/22,0.71,17.35833333,20.7,16.1
2010/11/23,0.95,15.83333333,17.9,13.4
2010/11/24,0.11,16.36666667,20,12.2
2010/11/25,8.19,14.7,15.8,13.3
2010/11/26,0.34,16.14583333,19.2,13.5
2010/11/27,0.18,17.96666667,21.8,15.2
2010/11/28,0,18.04583333,21.5,15.8
2010/11/29,0,18.05,21.9,15.9
2010/11/30,0,16.5875,19.3,14.2
2010/12/1,0,18.30416667,21.9,16.1
2010/12/2,0,18.0125,21.8,14.2
2010/12/3,0.12,17.0375,20.1,15.5
2010/12/4,0.18,18.45833333,21.7,16.3
2010/12/5,0,19.61666667,22.5,18
2010/12/6,0,17.56666667,20.8,14.4
2010/12/7,0.96,10.89583333,13.9,7
2010/12/8,0.14,9.770833333,14.6,6.3
2010/12/9,0.18,12.5125,18.2,8.2
2010/12/10,0,13.425,19.1,9.3
2010/12/11,0,15.70833333,18.6,12.8
2010/12/12,0,18.97916667,24.2,14.9
2010/12/13,0,18.925,24.4,15.1
2010/12/14,0.82,17.35416667,18.9,16.3
2010/12/15,3.53,16.18333333,18.6,12.3
2010/12/16,35.13,7.016666667,11.1,5.1
2010/12/17,0.51,7.266666667,11,4.9
2010/12/18,0,11.93333333,18.9,4.5
2010/12/19,0,14.87916667,19.9,11.2
2010/12/20,0,15.15416667,20,11.7
2010/12/21,0,15.18181818,18.3,12.8
2010/12/22,0.08,14.225,17.2,11.5
2010/12/23,0,16.04583333,20.5,12.5
2010/12/24,1.06,15.25,19.8,13.4
2010/12/25,3.87,11.99166667,14.5,10.1
2010/12/26,7.75,6.3375,9.6,4.1
2010/12/27,0,9.895833333,15.5,3.8
2010/12/28,0,12.94166667,18.9,9.1
2010/12/29,0,14.74166667,21.2,11
2010/12/30,0.04,10.875,13.9,7.6
2010/12/31,0,8.075,11.9,4.1
2011/1/1,0,7.395833333,11.3,4.4
2011/1/2,0.04,10.725,14.8,7.1
2011/1/3,1.11,9.891666667,11.3,9
2011/1/4,0.12,10.89166667,13.1,8.8
2011/1/5,4.12,14.10416667,18.8,10.6
2011/1/6,0.98,10.26666667,14.3,6.5
2011/1/7,0.42,9.445833333,12.2,6.2
2011/1/8,0.04,13.01666667,19.2,9.2
2011/1/9,1.09,11.27083333,13.8,8.4
2011/1/10,3.56,9.0875,9.9,8
2011/1/11,20.15,7.629166667,9.6,5.8
2011/1/12,25.41,6.9875,10.3,5.3
2011/1/13,0.53,12.97083333,16.2,10.3
2011/1/14,0.95,14.05416667,18,11.7
2011/1/15,3.54,8.120833333,12.6,4.4
2011/1/16,0.21,5.05,7,3.4
2011/1/17,1.04,10.1875,13.3,6.7
2011/1/18,0.27,13.18333333,18.8,9.3
2011/1/19,0.42,14.31666667,17.5,11
2011/1/20,1.54,15.08333333,19.7,13.2
2011/1/21,5.08,11.30833333,13,9.2
2011/1/22,0.4,12.54166667,15.5,9.8
2011/1/23,1.06,12.0875,14.9,11
2011/1/24,0.78,10.57916667,12,9.2
2011/1/25,0.08,12.73333333,15,11
2011/1/26,0.6,13.9,16.7,11.5
2011/1/27,0.7,15.05,17.7,13
2011/1/28,0.9,12.2875,13.8,9.6
2011/1/29,0.9,8.104166667,9.3,7.2
2011/1/30,0.86,8.4,11.4,7.1
2011/1/31,1.17,8.858333333,11.2,5.9
2011/2/1,1.11,12.68333333,16.9,10.7
2011/2/2,0.42,11.525,12.9,10.3
2011/2/3,0.07,13.55833333,17,10.1
2011/2/4,0.04,13.59166667,17.6,11.1
2011/2/5,0,14.575,19.5,11.1
2011/2/6,0,15.64583333,20.9,12.1
2011/2/7,0,16.56666667,21.3,13.4
2011/2/8,0,16.23333333,21.2,12
2011/2/9,0.44,17.475,22.6,14.7
2011/2/10,0.1,14.45416667,18.7,13.2
2011/2/11,0.88,9.854166667,13,7.1
2011/2/12,1.44,9.8125,12.1,7.9
2011/2/13,6.26,12.12916667,14.9,10.4
2011/2/14,11.11,7.341666667,10.3,5.9
2011/2/15,0.92,10.77083333,13.8,6.7
2011/2/16,1.69,14,17.3,11.7
2011/2/17,0.35,14.69166667,19.7,11.4
2011/2/18,0.24,12.63333333,14.6,11.4
2011/2/19,4.99,12.05833333,12.7,11.4
2011/2/20,11.31,11.2875,12,10.4
2011/2/21,0.23,10.56666667,11.9,8.4
2011/2/22,0,12.18333333,16.9,7.8
2011/2/23,0,15.1625,18.1,12.7
2011/2/24,0.42,15.58333333,17.9,14.1
2011/2/25,0.46,17.725,20.8,15.1
2011/2/26,0.08,17.68333333,23.3,12.5
2011/2/27,0,19.7125,25.2,15.9
2011/2/28,0,18.58333333,24.2,14.3
2011/3/1,0.2,13.83333333,16.4,11.9
2011/3/2,0.12,11.7375,14.4,10.2
2011/3/3,0.24,11.07916667,13.5,8.8
2011/3/4,0.2,10.95416667,13.5,8.6
2011/3/5,0,14.23333333,19.4,11.2
2011/3/6,0.17,16.69166667,20.8,13.8
2011/3/7,18.27,9.216666667,14.3,7.6
2011/3/8,0.04,11.0625,13.1,8.8
2011/3/9,0.24,15.22083333,20.5,12.3
2011/3/10,4.54,13.475,16,12
2011/3/11,5.02,12.4125,14.2,11.7
2011/3/12,1.51,12.825,14.1,12
2011/3/13,0,17.03333333,23.3,12
2011/3/14,0.04,18.4,24.1,14.6
2011/3/15,0.6,13.2875,18.7,8.3
2011/3/16,0.16,9.25,12.6,7.6
2011/3/17,0.08,12.9125,15.8,10.3
2011/3/18,2.3,14.54583333,16.7,12.2
2011/3/19,1.19,15.87083333,17.2,13.8
2011/3/20,0.12,20.37916667,27,15.6
2011/3/21,0.16,20.40416667,23.8,15.9
2011/3/22,0.49,10.94583333,14.4,9.6
2011/3/23,0.12,10.6625,12.4,9.4
2011/3/24,0.16,10.70833333,12,9.8
2011/3/25,0.58,10.4875,11.6,8.6
2011/3/26,0.62,10.90416667,11.9,9.7
2011/3/27,39.38,9.1375,10,8.6
2011/3/28,17.45,11.55416667,15.1,8.1
2011/3/29,0.08,14.99166667,19.7,12.5
2011/3/30,0,14.60416667,18.6,11
2011/3/31,0,15.93333333,20.2,10.8
